"","gene_biotype","external_gene_name","ensembl_gene_id"
"24732","protein_coding","Gabrp","ENSMUSG00000020159"
"24733","unprocessed_pseudogene","Rhox3d-ps","ENSMUSG00000082297"
"24734","protein_coding","Olfr1128","ENSMUSG00000075156"
"24735","protein_coding","Mink1","ENSMUSG00000020827"
"24736","protein_coding","Spsb4","ENSMUSG00000046997"
"24737","protein_coding","Caskin2","ENSMUSG00000034471"
"24738","processed_pseudogene","Gm13740","ENSMUSG00000082417"
"24739","protein_coding","Slc7a3","ENSMUSG00000031297"
"24740","processed_pseudogene","Rps13-ps2","ENSMUSG00000069972"
"24741","protein_coding","Ppa1","ENSMUSG00000020089"
"24742","processed_pseudogene","Gm14083","ENSMUSG00000082903"
"24743","lincRNA","A830029E22Rik","ENSMUSG00000103695"
"24744","protein_coding","Gm21685","ENSMUSG00000022066"
"24745","protein_coding","Gpbp1l1","ENSMUSG00000034042"
"24746","unprocessed_pseudogene","Vmn2r-ps53","ENSMUSG00000092583"
"24747","processed_pseudogene","Gm13744","ENSMUSG00000081132"
"24748","protein_coding","Ubqlnl","ENSMUSG00000051437"
"24749","protein_coding","Fam129a","ENSMUSG00000026483"
"24750","lincRNA","Gm30173","ENSMUSG00000103965"
"24751","protein_coding","Rhox2a","ENSMUSG00000051827"
"24752","protein_coding","Rpl7","ENSMUSG00000043716"
"24753","lincRNA","1700047M11Rik","ENSMUSG00000100147"
"24754","processed_pseudogene","Gm10293","ENSMUSG00000070490"
"24755","protein_coding","Adgre5","ENSMUSG00000002885"
"24756","processed_pseudogene","Gm8183","ENSMUSG00000098174"
"24757","unprocessed_pseudogene","Gm37481","ENSMUSG00000102804"
"24758","protein_coding","Zfp719","ENSMUSG00000030469"
"24759","protein_coding","Rnmt","ENSMUSG00000009535"
"24760","processed_pseudogene","Gm9430","ENSMUSG00000082458"
"24761","processed_pseudogene","Mup-ps29","ENSMUSG00000096654"
"24762","processed_pseudogene","Mup-ps28","ENSMUSG00000083293"
"24763","processed_pseudogene","Gm36965","ENSMUSG00000103936"
"24764","processed_pseudogene","Gm14665","ENSMUSG00000082092"
"24765","protein_coding","Dbx1","ENSMUSG00000030507"
"24766","TEC","Gm37429","ENSMUSG00000103519"
"24767","protein_coding","Slc39a2","ENSMUSG00000072572"
"24768","protein_coding","Arhgap24","ENSMUSG00000057315"
"24769","protein_coding","Ptpn11","ENSMUSG00000043733"
"24770","protein_coding","Rhox3c","ENSMUSG00000079636"
"24771","protein_coding","Npbwr1","ENSMUSG00000033774"
"24772","protein_coding","Dnmt1","ENSMUSG00000004099"
"24773","lincRNA","Gm2447","ENSMUSG00000102785"
"24774","processed_pseudogene","Gm6984","ENSMUSG00000057886"
"24775","protein_coding","Cd101","ENSMUSG00000086564"
"24776","processed_pseudogene","Gm19637","ENSMUSG00000101130"
"24777","protein_coding","Agk","ENSMUSG00000029916"
"24778","TEC","Gm37135","ENSMUSG00000102879"
"24779","protein_coding","Tnfaip2","ENSMUSG00000021281"
"24780","unprocessed_pseudogene","Gm9121","ENSMUSG00000104460"
"24781","lincRNA","Gm15611","ENSMUSG00000084923"
"24782","protein_coding","Slpi","ENSMUSG00000017002"
"24783","protein_coding","Rhox4e","ENSMUSG00000071770"
"24784","processed_pseudogene","Gm7690","ENSMUSG00000100554"
"24785","processed_transcript","Gm9989","ENSMUSG00000056023"
"24786","lincRNA","RP24-418J2.5","ENSMUSG00000104667"
"24787","processed_pseudogene","Gm17969","ENSMUSG00000099591"
"24788","protein_coding","Foxk2","ENSMUSG00000039275"
"24789","protein_coding","Smg6","ENSMUSG00000038290"
"24790","protein_coding","Chmp5","ENSMUSG00000028419"
"24791","unprocessed_pseudogene","Gm18775","ENSMUSG00000099473"
"24792","protein_coding","Rbm15","ENSMUSG00000048109"
"24793","processed_pseudogene","Gm13743","ENSMUSG00000083688"
"24794","protein_coding","Akap17b","ENSMUSG00000059708"
"24795","protein_coding","Mpp3","ENSMUSG00000052373"
"24796","protein_coding","Gm9903","ENSMUSG00000097271"
"24797","processed_pseudogene","Gm7899","ENSMUSG00000103823"
"24798","processed_pseudogene","Gm14082","ENSMUSG00000083047"
"24799","protein_coding","Fbxo28","ENSMUSG00000047539"
"24800","TEC","Gm20172","ENSMUSG00000104257"
"24801","protein_coding","5530400C23Rik","ENSMUSG00000055594"
"24802","processed_pseudogene","Gm13777","ENSMUSG00000082108"
"24803","protein_coding","Zcchc4","ENSMUSG00000029179"
"24804","unprocessed_pseudogene","Gm28755","ENSMUSG00000102001"
"24805","antisense","Wbscr25","ENSMUSG00000054909"
"24806","processed_pseudogene","Gm14666","ENSMUSG00000083343"
"24807","processed_pseudogene","Gm11644","ENSMUSG00000083787"
"24808","protein_coding","Hdac2","ENSMUSG00000019777"
"24809","TEC","2900002M20Rik","ENSMUSG00000103004"
"24810","processed_pseudogene","Gm14821","ENSMUSG00000080910"
"24811","protein_coding","Chrd","ENSMUSG00000006958"
"24812","protein_coding","Acadm","ENSMUSG00000062908"
"24813","protein_coding","Pkp4","ENSMUSG00000026991"
"24814","protein_coding","Rhox2e","ENSMUSG00000096788"
"24815","protein_coding","Arid4b","ENSMUSG00000039219"
"24816","TEC","Gm37543","ENSMUSG00000102296"
"24817","processed_pseudogene","Gm11645","ENSMUSG00000080895"
"24818","protein_coding","Egr4","ENSMUSG00000071341"
"24819","protein_coding","E030002O03Rik","ENSMUSG00000044265"
"24820","protein_coding","Rab1","ENSMUSG00000020149"
"24821","protein_coding","Cldn3","ENSMUSG00000070473"
"24822","processed_pseudogene","Gm14655","ENSMUSG00000083158"
"24823","processed_pseudogene","RP24-240P8.1","ENSMUSG00000106273"
"24824","snoRNA","Gm24278","ENSMUSG00000077427"
"24825","processed_pseudogene","Gm5706","ENSMUSG00000097260"
"24826","protein_coding","Olfr1129","ENSMUSG00000062272"
"24827","protein_coding","Scn1a","ENSMUSG00000064329"
"24828","processed_pseudogene","Gm6274","ENSMUSG00000081281"
"24829","lincRNA","Gm12088","ENSMUSG00000086707"
"24830","processed_pseudogene","Gm19214","ENSMUSG00000103090"
"24831","protein_coding","Dnajb8","ENSMUSG00000048206"
"24832","antisense","Gm15872","ENSMUSG00000090080"
"24833","processed_pseudogene","Gm12091","ENSMUSG00000085893"
"24834","protein_coding","Olfr1130","ENSMUSG00000059205"
"24835","TEC","Gm37077","ENSMUSG00000102659"
"24836","protein_coding","BC030500","ENSMUSG00000049946"
"24837","TEC","Gm37211","ENSMUSG00000104027"
"24838","antisense","1700031F10Rik","ENSMUSG00000047046"
"24839","processed_transcript","Gm21984","ENSMUSG00000095334"
"24840","protein_coding","Rhox2d","ENSMUSG00000095698"
"24841","lincRNA","Gm12092","ENSMUSG00000084850"
"24842","protein_coding","Olfr1131","ENSMUSG00000068819"
"24843","TEC","Gm37051","ENSMUSG00000104221"
"24844","protein_coding","1700007G11Rik","ENSMUSG00000057816"
"24845","protein_coding","Efemp2","ENSMUSG00000024909"
"24846","processed_pseudogene","Gm12093","ENSMUSG00000083917"
"24847","lincRNA","Platr17","ENSMUSG00000092349"
"24848","transcribed_unprocessed_pseudogene","Gm28756","ENSMUSG00000101717"
"24849","protein_coding","Olfr1132","ENSMUSG00000068818"
"24850","processed_pseudogene","Rps12-ps19","ENSMUSG00000082481"
"24851","protein_coding","Gpc4","ENSMUSG00000031119"
"24852","TEC","RP23-425F8.1","ENSMUSG00000104545"
"24853","protein_coding","Zc4h2","ENSMUSG00000035062"
"24854","TEC","Gm37862","ENSMUSG00000102407"
"24855","antisense","Gm16075","ENSMUSG00000087322"
"24856","protein_coding","Cdk5","ENSMUSG00000028969"
"24857","unprocessed_pseudogene","Gm7350","ENSMUSG00000095392"
"24858","TEC","Gm36952","ENSMUSG00000104132"
"24859","processed_pseudogene","Gm13742","ENSMUSG00000082428"
"24860","protein_coding","Anln","ENSMUSG00000036777"
"24861","protein_coding","Mepce","ENSMUSG00000029726"
"24862","transcribed_unprocessed_pseudogene","Clca4c-ps","ENSMUSG00000074196"
"24863","protein_coding","Cplx1","ENSMUSG00000033615"
"24864","antisense","BC051226","ENSMUSG00000092564"
"24865","processed_pseudogene","Gm14609","ENSMUSG00000083499"
"24866","lincRNA","1700010H22Rik","ENSMUSG00000067101"
"24867","protein_coding","Ccr7","ENSMUSG00000037944"
"24868","protein_coding","Ldoc1","ENSMUSG00000057615"
"24869","processed_pseudogene","Gm13414","ENSMUSG00000087635"
"24870","protein_coding","Olfr1133","ENSMUSG00000075155"
"24871","snRNA","Gm26126","ENSMUSG00000065122"
"24872","processed_pseudogene","Mrps36-ps1","ENSMUSG00000021631"
"24873","protein_coding","2610044O15Rik8","ENSMUSG00000071302"
"24874","processed_pseudogene","Gm5871","ENSMUSG00000093545"
"24875","processed_pseudogene","Gm13651","ENSMUSG00000081611"
"24876","processed_pseudogene","Rps29-ps","ENSMUSG00000084392"
"24877","protein_coding","Prrg2","ENSMUSG00000007837"
"24878","unprocessed_pseudogene","RP24-173D2.10","ENSMUSG00000105732"
"24879","processed_pseudogene","Gm14648","ENSMUSG00000068014"
"24880","lincRNA","Gm13943","ENSMUSG00000085277"
"24881","protein_coding","Irf6","ENSMUSG00000026638"
"24882","processed_pseudogene","RP24-173D2.11","ENSMUSG00000105235"
"24883","processed_pseudogene","Gm14610","ENSMUSG00000082426"
"24884","processed_transcript","Pcsk2os1","ENSMUSG00000086171"
"24885","antisense","RP23-260N17.1","ENSMUSG00000106586"
"24886","processed_pseudogene","Gm13649","ENSMUSG00000082006"
"24887","processed_pseudogene","RP23-416K11.2","ENSMUSG00000105921"
"24888","processed_pseudogene","Gm6054","ENSMUSG00000057157"
"24889","protein_coding","Tceal1","ENSMUSG00000049536"
"24890","lincRNA","Gm2309","ENSMUSG00000086757"
"24891","processed_pseudogene","RP23-416K11.3","ENSMUSG00000105147"
"24892","protein_coding","Rasgrp2","ENSMUSG00000032946"
"24893","protein_coding","Gm13741","ENSMUSG00000090018"
"24894","antisense","Gm13944","ENSMUSG00000085845"
"24895","processed_pseudogene","Gm4908","ENSMUSG00000083094"
"24896","protein_coding","Olfr136","ENSMUSG00000096840"
"24897","TEC","Gm10517","ENSMUSG00000073482"
"24898","processed_pseudogene","Gm8855","ENSMUSG00000084029"
"24899","protein_coding","Vmn2r11","ENSMUSG00000091450"
"24900","protein_coding","Ssxb8","ENSMUSG00000079703"
"24901","protein_coding","Bmper","ENSMUSG00000031963"
"24902","protein_coding","Mndal","ENSMUSG00000090272"
"24903","protein_coding","Olfr1134","ENSMUSG00000075154"
"24904","processed_pseudogene","Gm14774","ENSMUSG00000081424"
"24905","protein_coding","Strip2","ENSMUSG00000039629"
"24906","unprocessed_pseudogene","Vmn2r-ps64","ENSMUSG00000092530"
"24907","protein_coding","Vmn2r12","ENSMUSG00000090688"
"24908","unprocessed_pseudogene","Gm2318","ENSMUSG00000095899"
"24909","protein_coding","Abca4","ENSMUSG00000028125"
"24910","protein_coding","Esp36","ENSMUSG00000092322"
"24911","antisense","Gm13584","ENSMUSG00000087539"
"24912","antisense","Pcsk2os2","ENSMUSG00000087115"
"24913","protein_coding","Ssx9","ENSMUSG00000035371"
"24914","protein_coding","Ppp1r9a","ENSMUSG00000032827"
"24915","antisense","A930024E05Rik","ENSMUSG00000056735"
"24916","protein_coding","Klrb1a","ENSMUSG00000030361"
"24917","unprocessed_pseudogene","Vmn2r-ps65","ENSMUSG00000092422"
"24918","lincRNA","Gm14553","ENSMUSG00000085000"
"24919","unprocessed_pseudogene","Vmn2r-ps66","ENSMUSG00000092621"
"24920","protein_coding","Hmgcll1","ENSMUSG00000007908"
"24921","protein_coding","Ssxb5","ENSMUSG00000071816"
"24922","protein_coding","Dpy19l2","ENSMUSG00000085576"
"24923","lincRNA","Gm37336","ENSMUSG00000104520"
"24924","protein_coding","Fa2h","ENSMUSG00000033579"
"24925","protein_coding","Thpo","ENSMUSG00000022847"
"24926","miRNA","Gm27847","ENSMUSG00000098345"
"24927","antisense","Gm14582","ENSMUSG00000086704"
"24928","protein_coding","A130010J15Rik","ENSMUSG00000079144"
"24929","protein_coding","Rph3al","ENSMUSG00000020847"
"24930","protein_coding","Tor1aip1","ENSMUSG00000026466"
"24931","processed_pseudogene","Gm17966","ENSMUSG00000103471"
"24932","protein_coding","Adgrb1","ENSMUSG00000034730"
"24933","protein_coding","Paxip1","ENSMUSG00000002221"
"24934","protein_coding","Mfap3","ENSMUSG00000020522"
"24935","protein_coding","Cldn17","ENSMUSG00000055811"
"24936","lincRNA","Gm29004","ENSMUSG00000099538"
"24937","protein_coding","Enoph1","ENSMUSG00000029326"
"24938","processed_pseudogene","Gm18291","ENSMUSG00000101376"
"24939","protein_coding","Pbxip1","ENSMUSG00000042613"
"24940","protein_coding","Vmn1r7","ENSMUSG00000093696"
"24941","lincRNA","Gm19325","ENSMUSG00000101365"
"24942","TEC","Gm38083","ENSMUSG00000103354"
"24943","protein_coding","Vmn1r8","ENSMUSG00000061208"
"24944","protein_coding","Metap1","ENSMUSG00000005813"
"24945","antisense","Abhd11os","ENSMUSG00000085042"
"24946","protein_coding","Tatdn2","ENSMUSG00000056952"
"24947","protein_coding","Mnda","ENSMUSG00000026536"
"24948","protein_coding","Il1rapl1","ENSMUSG00000052372"
"24949","antisense","Gm26903","ENSMUSG00000097836"
"24950","protein_coding","Frzb","ENSMUSG00000027004"
"24951","protein_coding","Glb1l3","ENSMUSG00000031966"
"24952","protein_coding","1700016K19Rik","ENSMUSG00000053783"
"24953","protein_coding","Esrrb","ENSMUSG00000021255"
"24954","antisense","Gm15614","ENSMUSG00000085234"
"24955","processed_pseudogene","Gm37348","ENSMUSG00000102972"
"24956","processed_pseudogene","Gm15613","ENSMUSG00000080753"
"24957","protein_coding","Vmn1r9","ENSMUSG00000091541"
"24958","protein_coding","Gm14819","ENSMUSG00000073245"
"24959","processed_pseudogene","Gm10704","ENSMUSG00000074479"
"24960","protein_coding","Kbtbd3","ENSMUSG00000025893"
"24961","lincRNA","Gm26556","ENSMUSG00000097396"
"24962","protein_coding","Olfr1135","ENSMUSG00000075153"
"24963","snoRNA","Gm25417","ENSMUSG00000077400"
"24964","miRNA","Gm26377","ENSMUSG00000076138"
"24965","protein_coding","Uqcr10","ENSMUSG00000059534"
"24966","protein_coding","Vmn1r10","ENSMUSG00000093785"
"24967","lincRNA","E330010L02Rik","ENSMUSG00000086959"
"24968","protein_coding","Fam101b","ENSMUSG00000020846"
"24969","protein_coding","Usp2","ENSMUSG00000032010"
"24970","unprocessed_pseudogene","Gm14533","ENSMUSG00000083060"
"24971","protein_coding","Pop5","ENSMUSG00000060152"
"24972","protein_coding","Sec24b","ENSMUSG00000001052"
"24973","protein_coding","Pik3cg","ENSMUSG00000020573"
"24974","protein_coding","Bmp5","ENSMUSG00000032179"
"24975","protein_coding","Vmn1r11","ENSMUSG00000093635"
"24976","protein_coding","Mmp3","ENSMUSG00000043613"
"24977","protein_coding","Vmn1r12","ENSMUSG00000057981"
"24978","processed_pseudogene","Gm7436","ENSMUSG00000101464"
"24979","protein_coding","Trmt10b","ENSMUSG00000035601"
"24980","miRNA","Gm27686","ENSMUSG00000099213"
"24981","processed_transcript","Chd3os","ENSMUSG00000043419"
"24982","protein_coding","Gpc3","ENSMUSG00000055653"
"24983","unprocessed_pseudogene","Vmn1r-ps8","ENSMUSG00000093728"
"24984","processed_pseudogene","Gm28555","ENSMUSG00000101597"
"24985","processed_pseudogene","Gm13831","ENSMUSG00000083875"
"24986","protein_coding","Olfr874","ENSMUSG00000063350"
"24987","snRNA","Gm24546","ENSMUSG00000089277"
"24988","protein_coding","Clca4b","ENSMUSG00000074195"
"24989","processed_pseudogene","Gm17944","ENSMUSG00000100060"
"24990","snRNA","Gm22454","ENSMUSG00000064517"
"24991","protein_coding","Lig1","ENSMUSG00000056394"
"24992","unprocessed_pseudogene","Gm14502","ENSMUSG00000082129"
"24993","protein_coding","Fut4","ENSMUSG00000049307"
"24994","protein_coding","Ruvbl1","ENSMUSG00000030079"
"24995","TEC","RP24-155C13.6","ENSMUSG00000105017"
"24996","protein_coding","Mkl1","ENSMUSG00000042292"
"24997","protein_coding","Olfr25","ENSMUSG00000058270"
"24998","protein_coding","Use1","ENSMUSG00000002395"
"24999","antisense","Gm16233","ENSMUSG00000085773"
"25000","protein_coding","Nsg2","ENSMUSG00000020297"
"25001","protein_coding","Gm6592","ENSMUSG00000079699"
"25002","protein_coding","Zc3hav1l","ENSMUSG00000047749"
"25003","protein_coding","Olfr902","ENSMUSG00000049334"
"25004","protein_coding","Gm10722","ENSMUSG00000091028"
"25005","processed_pseudogene","Gm14528","ENSMUSG00000083221"
"25006","IG_V_gene","Ighv1-69","ENSMUSG00000094502"
"25007","protein_coding","Abcd1","ENSMUSG00000031378"
"25008","protein_coding","Ssr2","ENSMUSG00000041355"
"25009","protein_coding","Ltbp1","ENSMUSG00000001870"
"25010","protein_coding","Olfr912","ENSMUSG00000060114"
"25011","protein_coding","Vmn1r13","ENSMUSG00000064259"
"25012","antisense","Gm10435","ENSMUSG00000072902"
"25013","antisense","A630012P03Rik","ENSMUSG00000055110"
"25014","protein_coding","Olfr919","ENSMUSG00000056961"
"25015","processed_transcript","0610005C13Rik","ENSMUSG00000085214"
"25016","processed_transcript","A930005H10Rik","ENSMUSG00000054426"
"25017","antisense","Gm15600","ENSMUSG00000085969"
"25018","protein_coding","Vmn1r14","ENSMUSG00000093692"
"25019","processed_pseudogene","Gm7327","ENSMUSG00000050900"
"25020","protein_coding","Pcsk2","ENSMUSG00000027419"
"25021","protein_coding","Macc1","ENSMUSG00000041886"
"25022","TEC","RP24-155C13.7","ENSMUSG00000104803"
"25023","processed_pseudogene","Gm14776","ENSMUSG00000083421"
"25024","protein_coding","Casp1","ENSMUSG00000025888"
"25025","protein_coding","Ndc1","ENSMUSG00000028614"
"25026","protein_coding","Eif2d","ENSMUSG00000026427"
"25027","protein_coding","Vmn1r15","ENSMUSG00000058731"
"25028","unprocessed_pseudogene","Gm14711","ENSMUSG00000083566"
"25029","protein_coding","Celf3","ENSMUSG00000028137"
"25030","protein_coding","Actn3","ENSMUSG00000006457"
"25031","protein_coding","Olfr922","ENSMUSG00000043911"
"25032","protein_coding","Gm5751","ENSMUSG00000079697"
"25033","unprocessed_pseudogene","Vmn1r-ps9","ENSMUSG00000093520"
"25034","protein_coding","Olfr930","ENSMUSG00000063221"
"25035","protein_coding","Clca4a","ENSMUSG00000068547"
"25036","processed_pseudogene","Gm14775","ENSMUSG00000083779"
"25037","processed_pseudogene","Gm7901","ENSMUSG00000101431"
"25038","unprocessed_pseudogene","Vmn2r-ps67","ENSMUSG00000092211"
"25039","processed_pseudogene","Gm6743","ENSMUSG00000082467"
"25040","protein_coding","Olfr1136","ENSMUSG00000075151"
"25041","unprocessed_pseudogene","Vmn1r-ps10","ENSMUSG00000093621"
"25042","antisense","Gm14707","ENSMUSG00000086104"
"25043","unprocessed_pseudogene","Gm18358","ENSMUSG00000092199"
"25044","processed_pseudogene","Gm8215","ENSMUSG00000081409"
"25045","protein_coding","Slc14a1","ENSMUSG00000059336"
"25046","protein_coding","Vmn1r16","ENSMUSG00000093523"
"25047","antisense","Gm14717","ENSMUSG00000086207"
"25048","protein_coding","Gnao1","ENSMUSG00000031748"
"25049","processed_pseudogene","Gm5390","ENSMUSG00000083617"
"25050","processed_transcript","Gm9750","ENSMUSG00000024658"
"25051","processed_pseudogene","Gm14619","ENSMUSG00000083450"
"25052","protein_coding","Armc10","ENSMUSG00000038525"
"25053","processed_transcript","Gm13778","ENSMUSG00000086495"
"25054","protein_coding","1810037I17Rik","ENSMUSG00000054091"
"25055","protein_coding","Rad54l2","ENSMUSG00000040661"
"25056","protein_coding","RP23-280E8.2","ENSMUSG00000105993"
"25057","protein_coding","Ybx2","ENSMUSG00000018554"
"25058","protein_coding","Olfr1137","ENSMUSG00000075150"
"25059","lincRNA","Gm26737","ENSMUSG00000097467"
"25060","processed_pseudogene","Gm14656","ENSMUSG00000082168"
"25061","macro_lncRNA","RP24-277E17.1","ENSMUSG00000106361"
"25062","lincRNA","Gm10687","ENSMUSG00000097617"
"25063","TEC","Gm37173","ENSMUSG00000104256"
"25064","protein_coding","Cox7b","ENSMUSG00000031231"
"25065","protein_coding","Tmem196","ENSMUSG00000048004"
"25066","processed_pseudogene","RP24-129H9.2","ENSMUSG00000105751"
"25067","protein_coding","Tfam","ENSMUSG00000003923"
"25068","processed_pseudogene","RP23-397C5.2","ENSMUSG00000105223"
"25069","lincRNA","4833428L15Rik","ENSMUSG00000097074"
"25070","protein_coding","Ankrd26","ENSMUSG00000007827"
"25071","processed_pseudogene","RP24-129H9.1","ENSMUSG00000106462"
"25072","protein_coding","Mup9","ENSMUSG00000078686"
"25073","protein_coding","B630019K06Rik","ENSMUSG00000052364"
